‾	línia alta, línia superposada, sobreratllat
🖕🏾	dit, dit cor, dit del cor, dit del cor: pell fosca, dit del mig, dit mitger, fer la figa, mà, pell fosca
🖕🏿	dit, dit cor, dit del cor, dit del cor: pell molt fosca, dit del mig, dit mitger, fer la figa, mà, pell molt fosca
👇️	avall, dit índex que apunta cap avall, índex
👇🏻	avall, dit índex que apunta cap avall, dit índex que apunta cap avall: pell molt clara, pell molt clara, índex
👇🏼	avall, dit índex que apunta cap avall, dit índex que apunta cap avall: pell bastant clara, pell bastant clara, índex
👇🏽	avall, dit índex que apunta cap avall, dit índex que apunta cap avall: pell morena, pell morena, índex
👇🏾	avall, dit índex que apunta cap avall, dit índex que apunta cap avall: pell fosca, pell fosca, índex
👇🏿	avall, dit índex que apunta cap avall, dit índex que apunta cap avall: pell molt fosca, pell molt fosca, índex
☝️	això, amunt, assenyalar, dit, mà, índex, índex que apunta cap amunt
☝🏻	això, amunt, assenyalar, dit, mà, pell molt clara, índex, índex que apunta cap amunt, índex que apunta cap amunt: pell molt clara
☝🏼	això, amunt, assenyalar, dit, mà, pell bastant clara, índex, índex que apunta cap amunt, índex que apunta cap amunt: pell bastant clara
☝🏽	això, amunt, assenyalar, dit, mà, pell morena, índex, índex que apunta cap amunt, índex que apunta cap amunt: pell morena
☝🏾	això, amunt, assenyalar, dit, mà, pell fosca, índex, índex que apunta cap amunt, índex que apunta cap amunt: pell fosca
☝🏿	això, amunt, assenyalar, dit, mà, pell molt fosca, índex, índex que apunta cap amunt, índex que apunta cap amunt: pell molt fosca
🫵	apuntar, assenyalar, dit, mà, tocar, tu, índex que assenyala l’espectador
🫵🏻	apuntar, assenyalar, dit, mà, pell molt clara, tocar, tu, índex que assenyala l’espectador, índex que assenyala l’espectador: pell molt clara
🫵🏼	apuntar, assenyalar, dit, mà, pell bastant clara, tocar, tu, índex que assenyala l’espectador, índex que assenyala l’espectador: pell bastant clara
🫵🏽	apuntar, assenyalar, dit, mà, pell morena, tocar, tu, índex que assenyala l’espectador, índex que assenyala l’espectador: pell morena
🫵🏾	apuntar, assenyalar, dit, mà, pell fosca, tocar, tu, índex que assenyala l’espectador, índex que assenyala l’espectador: pell fosca
🫵🏿	apuntar, assenyalar, dit, mà, pell molt fosca, tocar, tu, índex que assenyala l’espectador, índex que assenyala l’espectador: pell molt fosca
👍️	+1, amunt, brutal, bé, d’acord, entesos, fantàstic, genial, guai, mà, m’agrada, polze, polze cap amunt, sí
👍🏻	+1, amunt, brutal, bé, d’acord, entesos, fantàstic, genial, guai, mà, m’agrada, pell molt clara, polze, polze cap amunt, polze cap amunt: pell molt clara, sí
👍🏼	+1, amunt, brutal, bé, d’acord, entesos, fantàstic, genial, guai, mà, m’agrada, pell bastant clara, polze, polze cap amunt, polze cap amunt: pell bastant clara, sí
👍🏽	+1, amunt, brutal, bé, d’acord, entesos, fantàstic, genial, guai, mà, m’agrada, pell morena, polze, polze cap amunt, polze cap amunt: pell morena, sí
👍🏾	+1, amunt, brutal, bé, d’acord, entesos, fantàstic, genial, guai, mà, m’agrada, pell fosca, polze, polze cap amunt, polze cap amunt: pell fosca, sí
👍🏿	+1, amunt, brutal, bé, d’acord, entesos, fantàstic, genial, guai, mà, m’agrada, pell molt fosca, polze, polze cap amunt, polze cap amunt: pell molt fosca, sí
👎️	-1, avall, aversió, malament, no, no m’agrada, polze, polze cap avall
👎🏻	-1, avall, aversió, malament, no, no m’agrada, pell molt clara, polze, polze cap avall, polze cap avall: pell molt clara
👎🏼	-1, avall, aversió, malament, no, no m’agrada, pell bastant clara, polze, polze cap avall, polze cap avall: pell bastant clara
👎🏽	-1, avall, aversió, malament, no, no m’agrada, pell morena, polze, polze cap avall, polze cap avall: pell morena
👎🏾	-1, avall, aversió, malament, no, no m’agrada, pell fosca, polze, polze cap avall, polze cap avall: pell fosca
👎🏿	-1, avall, aversió, malament, no, no m’agrada, pell molt fosca, polze, polze cap avall, polze cap avall: pell molt fosca
✊️	mà, puny, puny alçat, puny tancat, solidaritat
✊🏻	mà, pell molt clara, puny, puny alçat, puny alçat: pell molt clara, puny tancat, solidaritat
✊🏼	mà, pell bastant clara, puny, puny alçat, puny alçat: pell bastant clara, puny tancat, solidaritat
✊🏽	mà, pell morena, puny, puny alçat, puny alçat: pell morena, puny tancat, solidaritat
✊🏾	mà, pell fosca, puny, puny alçat, puny alçat: pell fosca, puny tancat, solidaritat
✊🏿	mà, pell molt fosca, puny, puny alçat, puny alçat: pell molt fosca, puny tancat, solidaritat
👊	a prop, artells, col·lega, cop, cop de puny, copejar, correcte, d’acord, mà, puny, totalment
👊🏻	a prop, artells, col·lega, cop, cop de puny, cop de puny: pell molt clara, copejar, correcte, d’acord, mà, pell molt clara, puny, totalment
👊🏼	a prop, artells, col·lega, cop, cop de puny, cop de puny: pell bastant clara, copejar, correcte, d’acord, mà, pell bastant clara, puny, totalment
👊🏽	a prop, artells, col·lega, cop, cop de puny, cop de puny: pell morena, copejar, correcte, d’acord, mà, pell morena, puny, totalment
👊🏾	a prop, artells, col·lega, cop, cop de puny, cop de puny: pell fosca, copejar, correcte, d’acord, mà, pell fosca, puny, totalment
👊🏿	a prop, artells, col·lega, cop, cop de puny, cop de puny: pell molt fosca, copejar, correcte, d’acord, mà, pell molt fosca, puny, totalment
🤛	cap a l’esquerra, esquerre, puny, puny cap a l’esquerra, puny dret, salutació
🤛🏻	cap a l’esquerra, esquerre, pell molt clara, puny, puny cap a l’esquerra, puny dret: pell molt clara, salutació
🤛🏼	cap a l’esquerra, esquerre, pell bastant clara, puny, puny cap a l’esquerra, puny dret: pell bastant clara, salutació
🤛🏽	cap a l’esquerra, esquerre, pell morena, puny, puny cap a l’esquerra, puny dret: pell morena, salutació
🤛🏾	cap a l’esquerra, esquerre, pell fosca, puny, puny cap a l’esquerra, puny dret: pell fosca, salutació
🤛🏿	cap a l’esquerra, esquerre, pell molt fosca, puny, puny cap a l’esquerra, puny dret: pell molt fosca, salutació
🤜	cap a la dreta, dret, puny, puny cap a la dreta, puny esquerre, salutació
🤜🏻	cap a la dreta, dret, pell molt clara, puny, puny cap a la dreta, puny esquerre: pell molt clara, salutació
🤜🏼	cap a la dreta, dret, pell bastant clara, puny, puny cap a la dreta, puny esquerre: pell bastant clara, salutació
🤜🏽	cap a la dreta, dret, pell morena, puny, puny cap a la dreta, puny esquerre: pell morena, salutació
🤜🏾	cap a la dreta, dret, pell fosca, puny, puny cap a la dreta, puny esquerre: pell fosca, salutació
🤜🏿	cap a la dreta, dret, pell molt fosca, puny, puny cap a la dreta, puny esquerre: pell molt fosca, salutació
👏	aplaudiment, aplaudint, aprovació, ben fet, bona feina, enhorabona, entusiasme, fantàstic, genial, mans, mans que aplaudeixen, picar de mans, visca!
👏🏻	aplaudiment, aplaudint, aprovació, ben fet, bona feina, enhorabona, entusiasme, fantàstic, genial, mans, mans que aplaudeixen, mans que aplaudeixen: pell molt clara, pell molt clara, picar de mans, visca!
👏🏼	aplaudiment, aplaudint, aprovació, ben fet, bona feina, enhorabona, entusiasme, fantàstic, genial, mans, mans que aplaudeixen, mans que aplaudeixen: pell bastant clara, pell bastant clara, picar de mans, visca!
👏🏽	aplaudiment, aplaudint, aprovació, ben fet, bona feina, enhorabona, entusiasme, fantàstic, genial, mans, mans que aplaudeixen, mans que aplaudeixen: pell morena, pell morena, picar de mans, visca!
👏🏾	aplaudiment, aplaudint, aprovació, ben fet, bona feina, enhorabona, entusiasme, fantàstic, genial, mans, mans que aplaudeixen, mans que aplaudeixen: pell fosca, pell fosca, picar de mans, visca!
👏🏿	aplaudiment, aplaudint, aprovació, ben fet, bona feina, enhorabona, entusiasme, fantàstic, genial, mans, mans que aplaudeixen, mans que aplaudeixen: pell molt fosca, pell molt fosca, picar de mans, visca!
🙌	celebració, gest, hurra, lloança, mans aixecades, mans enlaire
🙌🏻	celebració, gest, hurra, lloança, mans aixecades, mans enlaire, mans enlaire: pell molt clara, pell molt clara
🙌🏼	celebració, gest, hurra, lloança, mans aixecades, mans enlaire, mans enlaire: pell bastant clara, pell bastant clara
🙌🏽	celebració, gest, hurra, lloança, mans aixecades, mans enlaire, mans enlaire: pell morena, pell morena
🙌🏾	celebració, gest, hurra, lloança, mans aixecades, mans enlaire, mans enlaire: pell fosca, pell fosca
🙌🏿	celebració, gest, hurra, lloança, mans aixecades, mans enlaire, mans enlaire: pell molt fosca, pell molt fosca
🫶	<3, amor, cor, mans, mans que formen un cor, t’estimo
🫶🏻	<3, amor, cor, mans, mans que formen un cor, mans que formen un cor: pell molt clara, pell molt clara, t’estimo
🫶🏼	<3, amor, cor, mans, mans que formen un cor, mans que formen un cor: pell bastant clara, pell bastant clara, t’estimo
🫶🏽	<3, amor, cor, mans, mans que formen un cor, mans que formen un cor: pell morena, pell morena, t’estimo
🫶🏾	<3, amor, cor, mans, mans que formen un cor, mans que formen un cor: pell fosca, pell fosca, t’estimo
🫶🏿	<3, amor, cor, mans, mans que formen un cor, mans que formen un cor: pell molt fosca, pell molt fosca, t’estimo
👐	abraçada, cos, mans de jazz, mans obertes, mà, oberta, virar bruscament
👐🏻	abraçada, cos, mans de jazz, mans obertes, mans obertes: pell molt clara, mà, oberta, pell molt clara, virar bruscament
👐🏼	abraçada, cos, mans de jazz, mans obertes, mans obertes: pell bastant clara, mà, oberta, pell bastant clara, virar bruscament
👐🏽	abraçada, cos, mans de jazz, mans obertes, mans obertes: pell morena, mà, oberta, pell morena, virar bruscament
👐🏾	abraçada, cos, mans de jazz, mans obertes, mans obertes: pell fosca, mà, oberta, pell fosca, virar bruscament
👐🏿	abraçada, cos, mans de jazz, mans obertes, mans obertes: pell molt fosca, mà, oberta, pell molt fosca, virar bruscament
🤲	desig, duà, mans en forma còncava, mans juntes amb els palmells cap amunt, pregar, pregària
🤲🏻	desig, duà, mans en forma còncava, mans juntes amb els palmells cap amunt, mans juntes amb els palmells cap amunt: pell molt clara, pell molt clara, pregar, pregària
🤲🏼	desig, duà, mans en forma còncava, mans juntes amb els palmells cap amunt, mans juntes amb els palmells cap amunt: pell bastant clara, pell bastant clara, pregar, pregària
🤲🏽	desig, duà, mans en forma còncava, mans juntes amb els palmells cap amunt, mans juntes amb els palmells cap amunt: pell morena, pell morena, pregar, pregària
🤲🏾	desig, duà, mans en forma còncava, mans juntes amb els palmells cap amunt, mans juntes amb els palmells cap amunt: pell fosca, pell fosca, pregar, pregària
🤲🏿	desig, duà, mans en forma còncava, mans juntes amb els palmells cap amunt, mans juntes amb els palmells cap amunt: pell molt fosca, pell molt fosca, pregar, pregària
🤝	acord, encaixada, encaixada de mans, mans, salutació, tracte
🤝🏻	acord, encaixada, encaixada de mans, encaixada de mans: pell molt clara, mans, pell molt clara, salutació, tracte
🤝🏼	acord, encaixada, encaixada de mans, encaixada de mans: pell bastant clara, mans, pell bastant clara, salutació, tracte
🤝🏽	acord, encaixada, encaixada de mans, encaixada de mans: pell morena, mans, pell morena, salutació, tracte
🤝🏾	acord, encaixada, encaixada de mans, encaixada de mans: pell fosca, mans, pell fosca, salutació, tracte
🤝🏿	acord, encaixada, encaixada de mans, encaixada de mans: pell molt fosca, mans, pell molt fosca, salutació, tracte
🙏	apreciar, demanar, gest, gràcies, mans, mans ajuntades, mans en oració, mà, oració, pregar, si us plau
🙏🏻	apreciar, demanar, gest, gràcies, mans, mans ajuntades, mans ajuntades: pell molt clara, mans en oració, mà, oració, pell molt clara, pregar, si us plau
🙏🏼	apreciar, demanar, gest, gràcies, mans, mans ajuntades, mans ajuntades: pell bastant clara, mans en oració, mà, oració, pell bastant clara, pregar, si us plau
🙏🏽	apreciar, demanar, gest, gràcies, mans, mans ajuntades, mans ajuntades: pell morena, mans en oració, mà, oració, pell morena, pregar, si us plau
🙏🏾	apreciar, demanar, gest, gràcies, mans, mans ajuntades, mans ajuntades: pell fosca, mans en oració, mà, oració, pell fosca, pregar, si us plau
🙏🏿	apreciar, demanar, gest, gràcies, mans, mans ajuntades, mans ajuntades: pell molt fosca, mans en oració, mà, oració, pell molt fosca, pregar, si us plau
✍️	escriure, mà, mà que escriu
✍🏻	escriure, mà, mà que escriu, mà que escriu: pell molt clara, pell molt clara
✍🏼	escriure, mà, mà que escriu, mà que escriu: pell bastant clara, pell bastant clara
✍🏽	escriure, mà, mà que escriu, mà que escriu: pell morena, pell morena
✍🏾	escriure, mà, mà que escriu, mà que escriu: pell fosca, pell fosca
✍🏿	escriure, mà, mà que escriu, mà que escriu: pell molt fosca, pell molt fosca
💅	cosmètics, cura, esmalt, esmalt d’ungles, manicura, maquillatge, s’ha acabat, ungla
💅🏻	cosmètics, cura, esmalt, esmalt d’ungles, esmalt d’ungles: pell molt clara, manicura, maquillatge, pell molt clara, s’ha acabat, ungla
💅🏼	cosmètics, cura, esmalt, esmalt d’ungles, esmalt d’ungles: pell bastant clara, manicura, maquillatge, pell bastant clara, s’ha acabat, ungla
💅🏽	cosmètics, cura, esmalt, esmalt d’ungles, esmalt d’ungles: pell morena, manicura, maquillatge, pell morena, s’ha acabat, ungla
💅🏾	cosmètics, cura, esmalt, esmalt d’ungles, esmalt d’ungles: pell fosca, manicura, maquillatge, pell fosca, s’ha acabat, ungla
💅🏿	cosmètics, cura, esmalt, esmalt d’ungles, esmalt d’ungles: pell molt fosca, manicura, maquillatge, pell molt fosca, s’ha acabat, ungla
🤳	autofoto, càmera, foto, mòbil, selfie
🤳🏻	autofoto, autofoto: pell molt clara, càmera, foto, mòbil, pell molt clara, selfie
🤳🏼	autofoto, autofoto: pell bastant clara, càmera, foto, mòbil, pell bastant clara, selfie
🤳🏽	autofoto, autofoto: pell morena, càmera, foto, mòbil, pell morena, selfie
🤳🏾	autofoto, autofoto: pell fosca, càmera, foto, mòbil, pell fosca, selfie
🤳🏿	autofoto, autofoto: pell molt fosca, càmera, foto, mòbil, pell molt fosca, selfie
💪	aixecament de peses, braç, bíceps, bíceps tensat, cos, culturista, còmic, flexió de bíceps, fort, forta, forçuda, forçut, musculada, musculat, múscul
💪🏻	aixecament de peses, braç, bíceps, bíceps tensat, bíceps tensat: pell molt clara, cos, culturista, còmic, flexió de bíceps, fort, forta, forçuda, forçut, musculada, musculat, múscul, pell molt clara
💪🏼	aixecament de peses, braç, bíceps, bíceps tensat, bíceps tensat: pell bastant clara, cos, culturista, còmic, flexió de bíceps, fort, forta, forçuda, forçut, musculada, musculat, múscul, pell bastant clara
💪🏽	aixecament de peses, braç, bíceps, bíceps tensat, bíceps tensat: pell morena, cos, culturista, còmic, flexió de bíceps, fort, forta, forçuda, forçut, musculada, musculat, múscul, pell morena
💪🏾	aixecament de peses, braç, bíceps, bíceps tensat, bíceps tensat: pell fosca, cos, culturista, còmic, flexió de bíceps, fort, forta, forçuda, forçut, musculada, musculat, múscul, pell fosca
💪🏿	aixecament de peses, braç, bíceps, bíceps tensat, bíceps tensat: pell molt fosca, cos, culturista, còmic, flexió de bíceps, fort, forta, forçuda, forçut, musculada, musculat, múscul, pell molt fosca
🦾	accessibilitat, braç mecànic, pròtesi, pròtesi de braç
🦿	accessibilitat, cama mecànica, cama ortopèdica, pròtesi, pròtesi de cama
🦵	cama, cama doblegada, cama flexionada, extremitat, genoll, peu, puntada de peu
🦵🏻	cama, cama doblegada, cama flexionada, cama: pell molt clara, extremitat, genoll, pell molt clara, peu, puntada de peu
🦵🏼	cama, cama doblegada, cama flexionada, cama: pell bastant clara, extremitat, genoll, pell bastant clara, peu, puntada de peu
🦵🏽	cama, cama doblegada, cama flexionada, cama: pell morena, extremitat, genoll, pell morena, peu, puntada de peu
🦵🏾	cama, cama doblegada, cama flexionada, cama: pell fosca, extremitat, genoll, pell fosca, peu, puntada de peu
🦵🏿	cama, cama doblegada, cama flexionada, cama: pell molt fosca, extremitat, genoll, pell molt fosca, peu, puntada de peu
🦶	peu, peus, puntada de peu, trepitjada, turmell
🦶🏻	pell molt clara, peu, peu: pell molt clara, peus, puntada de peu, trepitjada, turmell
🦶🏼	pell bastant clara, peu, peu: pell bastant clara, peus, puntada de peu, trepitjada, turmell
🦶🏽	pell morena, peu, peu: pell morena, peus, puntada de peu, trepitjada, turmell
🦶🏾	pell fosca, peu, peu: pell fosca, peus, puntada de peu, trepitjada, turmell
🦶🏿	pell molt fosca, peu, peu: pell molt fosca, peus, puntada de peu, trepitjada, turmell
👂️	cos, escoltar, orella, orelles, oïda, sentir, so
👂🏻	cos, escoltar, orella, orella: pell molt clara, orelles, oïda, pell molt clara, sentir, so
👂🏼	cos, escoltar, orella, orella: pell bastant clara, orelles, oïda, pell bastant clara, sentir, so
👂🏽	cos, escoltar, orella, orella: pell morena, orelles, oïda, pell morena, sentir, so
👂🏾	cos, escoltar, orella, orella: pell fosca, orelles, oïda, pell fosca, sentir, so
👂🏿	cos, escoltar, orella, orella: pell molt fosca, orelles, oïda, pell molt fosca, sentir, so
🦻	accessibilitat, orella amb audiòfon, problema d’audició
🦻🏻	accessibilitat, orella amb audiòfon, orella amb audiòfon: pell molt clara, pell molt clara, problema d’audició
🦻🏼	accessibilitat, orella amb audiòfon, orella amb audiòfon: pell bastant clara, pell bastant clara, problema d’audició
🦻🏽	accessibilitat, orella amb audiòfon, orella amb audiòfon: pell morena, pell morena, problema d’audició
🦻🏾	accessibilitat, orella amb audiòfon, orella amb audiòfon: pell fosca, pell fosca, problema d’audició
🦻🏿	accessibilitat, orella amb audiòfon, orella amb audiòfon: pell molt fosca, pell molt fosca, problema d’audició
👃	cos, nas, nassos, olor, olors, pudor, tafaner, tafanera
👃🏻	cos, nas, nas: pell molt clara, nassos, olor, olors, pell molt clara, pudor, tafaner, tafanera
👃🏼	cos, nas, nas: pell bastant clara, nassos, olor, olors, pell bastant clara, pudor, tafaner, tafanera
👃🏽	cos, nas, nas: pell morena, nassos, olor, olors, pell morena, pudor, tafaner, tafanera
👃🏾	cos, nas, nas: pell fosca, nassos, olor, olors, pell fosca, pudor, tafaner, tafanera
👃🏿	cos, nas, nas: pell molt fosca, nassos, olor, olors, pell molt fosca, pudor, tafaner, tafanera
🧠	cervell, intel·ligent
🫀	anatomia, batec, cardiologia, cor, cor real, pols, vermell, òrgan
🫁	exhalació, inhalació, pulmons, pulmó, respiració, respirar, òrgan
🦷	blanc, dent, dentista, dents, perlina, perlí
🦴	esquelet, gos, os, os de la sort, ossos
👀	Déu meu, cara, cos, mirant, mirar, ull, ullada, ulls, veure, vista
👁️	cos, ull
👅	cos, llengua, llepada, llepar, xarrupada, xarrupar
👄	bellesa, boca, cos, fer un petó, llavis, petó, pintallavis
🫦	boca que es mossega el llavi, flirteig, incomoditat, llavi, mossegada, nervis, petó, pintallavis, por, preocupació, preocupat, sexy
👶	bebè, bebès, embarassada, jove, nadó, nounat
👶🏻	bebè, bebès, embarassada, jove, nadó, nadó: pell molt clara, nounat, pell molt clara
👶🏼	bebè, bebès, embarassada, jove, nadó, nadó: pell bastant clara, nounat, pell bastant clara
👶🏽	bebè, bebès, embarassada, jove, nadó, nadó: pell morena, nounat, pell morena
👶🏾	bebè, bebès, embarassada, jove, nadó, nadó: pell fosca, nounat, pell fosca
👶🏿	bebè, bebès, embarassada, jove, nadó, nadó: pell molt fosca, nounat, pell molt fosca
🧒	criatura, gènere neutre, infant, jove, nen
🧒🏻	criatura, criatura: pell molt clara, gènere neutre, infant, jove, nen, pell molt clara
🧒🏼	criatura, criatura: pell bastant clara, gènere neutre, infant, jove, nen, pell bastant clara
🧒🏽	criatura, criatura: pell morena, gènere neutre, infant, jove, nen, pell morena
🧒🏾	criatura, criatura: pell fosca, gènere neutre, infant, jove, nen, pell fosca
🧒🏿	criatura, criatura: pell molt fosca, gènere neutre, infant, jove, nen, pell molt fosca
👦	jove, nen, noi
👦🏻	jove, nen, noi, noi: pell molt clara, pell molt clara
👦🏼	jove, nen, noi, noi: pell bastant clara, pell bastant clara
👦🏽	jove, nen, noi, noi: pell morena, pell morena
👦🏾	jove, nen, noi, noi: pell fosca, pell fosca
👦🏿	jove, nen, noi, noi: pell molt fosca, pell molt fosca
👧	filla, jove, nena, noia, trenes, ulls brillants
👧🏻	filla, jove, nena, noia, noia: pell molt clara, pell molt clara, trenes, ulls brillants
👧🏼	filla, jove, nena, noia, noia: pell bastant clara, pell bastant clara, trenes, ulls brillants
👧🏽	filla, jove, nena, noia, noia: pell morena, pell morena, trenes, ulls brillants
👧🏾	filla, jove, nena, noia, noia: pell fosca, pell fosca, trenes, ulls brillants
👧🏿	filla, jove, nena, noia, noia: pell molt fosca, pell molt fosca, trenes, ulls brillants
🧑	adult, gènere neutre, persona
🧑🏻	adult, gènere neutre, pell molt clara, persona, persona: pell molt clara
🧑🏼	adult, gènere neutre, pell bastant clara, persona, persona: pell bastant clara
🧑🏽	adult, gènere neutre, pell morena, persona, persona: pell morena
🧑🏾	adult, gènere neutre, pell fosca, persona, persona: pell fosca
🧑🏿	adult, gènere neutre, pell molt fosca, persona, persona: pell molt fosca
👱	cabells, cabells curts rossos, cabells rossos, cara, home, persona, persona amb cabells curts i rossos, persona amb cabells rossos, persona amb els cabells rossos, persona rossa, persona: cabells rossos, ros
👱🏻	cabells, cabells curts rossos, cabells rossos, cara, home, pell molt clara, persona, persona amb cabells curts i rossos, persona amb cabells rossos, persona amb els cabells rossos, persona rossa, persona: cabells rossos, persona: pell molt clara i cabells rossos, ros
👱🏼	cabells, cabells curts rossos, cabells rossos, cara, home, pell bastant clara, persona, persona amb cabells curts i rossos, persona amb cabells rossos, persona amb els cabells rossos, persona rossa, persona: cabells rossos, persona: pell bastant clara i cabells rossos, ros
👱🏽	cabells, cabells curts rossos, cabells rossos, cara, home, pell morena, persona, persona amb cabells curts i rossos, persona amb cabells rossos, persona amb els cabells rossos, persona rossa, persona: cabells rossos, persona: pell morena i cabells rossos, ros
👱🏾	cabells, cabells curts rossos, cabells rossos, cara, home, pell fosca, persona, persona amb cabells curts i rossos, persona amb cabells rossos, persona amb els cabells rossos, persona rossa, persona: cabells rossos, persona: pell fosca i cabells rossos, ros
👱🏿	cabells, cabells curts rossos, cabells rossos, cara, home, pell molt fosca, persona, persona amb cabells curts i rossos, persona amb cabells rossos, persona amb els cabells rossos, persona rossa, persona: cabells rossos, persona: pell molt fosca i cabells rossos, ros
🧑🏻‍❤‍💋‍🧑🏼	amor, aniversari, aventura, cita, cor, parella, pell bastant clara, pell molt clara, persona, petó, petó: persona, persona, pell molt clara i pell bastant clara, romàntic
🧑🏻‍❤‍💋‍🧑🏽	amor, aniversari, aventura, cita, cor, parella, pell molt clara, pell morena, persona, petó, petó: persona, persona, pell molt clara i pell morena, romàntic
🧑🏻‍❤‍💋‍🧑🏾	amor, aniversari, aventura, cita, cor, parella, pell fosca, pell molt clara, persona, petó, petó: persona, persona, pell molt clara i pell fosca, romàntic
🧑🏻‍❤‍💋‍🧑🏿	amor, aniversari, aventura, cita, cor, parella, pell molt clara, pell molt fosca, persona, petó, petó: persona, persona, pell molt clara i pell molt fosca, romàntic
🧑🏼‍❤‍💋‍🧑🏻	amor, aniversari, aventura, cita, cor, parella, pell bastant clara, pell molt clara, persona, petó, petó: persona, persona, pell bastant clara i pell molt clara, romàntic
🧑🏼‍❤‍💋‍🧑🏽	amor, aniversari, aventura, cita, cor, parella, pell bastant clara, pell morena, persona, petó, petó: persona, persona, pell bastant clara i pell morena, romàntic
🧑🏼‍❤‍💋‍🧑🏾	amor, aniversari, aventura, cita, cor, parella, pell bastant clara, pell fosca, persona, petó, petó: persona, persona, pell bastant clara i pell fosca, romàntic
🧑🏼‍❤‍💋‍🧑🏿	amor, aniversari, aventura, cita, cor, parella, pell bastant clara, pell molt fosca, persona, petó, petó: persona, persona, pell bastant clara i pell molt fosca, romàntic
🧑🏽‍❤‍💋‍🧑🏻	amor, aniversari, aventura, cita, cor, parella, pell molt clara, pell morena, persona, petó, petó: persona, persona, pell morena i pell molt clara, romàntic
🧑🏽‍❤‍💋‍🧑🏼	amor, aniversari, aventura, cita, cor, parella, pell bastant clara, pell morena, persona, petó, petó: persona, persona, pell morena i pell bastant clara, romàntic
🧑🏽‍❤‍💋‍🧑🏾	amor, aniversari, aventura, cita, cor, parella, pell fosca, pell morena, persona, petó, petó: persona, persona, pell morena i pell fosca, romàntic
🧑🏽‍❤‍💋‍🧑🏿	amor, aniversari, aventura, cita, cor, parella, pell molt fosca, pell morena, persona, petó, petó: persona, persona, pell morena i pell molt fosca, romàntic
🧑🏾‍❤‍💋‍🧑🏻	amor, aniversari, aventura, cita, cor, parella, pell fosca, pell molt clara, persona, petó, petó: persona, persona, pell fosca i pell molt clara, romàntic
🧑🏾‍❤‍💋‍🧑🏼	amor, aniversari, aventura, cita, cor, parella, pell bastant clara, pell fosca, persona, petó, petó: persona, persona, pell fosca i pell bastant clara, romàntic
🧑🏾‍❤‍💋‍🧑🏽	amor, aniversari, aventura, cita, cor, parella, pell fosca, pell morena, persona, petó, petó: persona, persona, pell fosca i pell morena, romàntic
🧑🏾‍❤‍💋‍🧑🏿	amor, aniversari, aventura, cita, cor, parella, pell fosca, pell molt fosca, persona, petó, petó: persona, persona, pell fosca i pell molt fosca, romàntic
🧑🏿‍❤‍💋‍🧑🏻	amor, aniversari, aventura, cita, cor, parella, pell molt clara, pell molt fosca, persona, petó, petó: persona, persona, pell molt fosca i pell molt clara, romàntic
🧑🏿‍❤‍💋‍🧑🏼	amor, aniversari, aventura, cita, cor, parella, pell bastant clara, pell molt fosca, persona, petó, petó: persona, persona, pell molt fosca i pell bastant clara, romàntic
🧑🏿‍❤‍💋‍🧑🏽	amor, aniversari, aventura, cita, cor, parella, pell molt fosca, pell morena, persona, petó, petó: persona, persona, pell molt fosca i pell morena, romàntic
🧑🏿‍❤‍💋‍🧑🏾	amor, aniversari, aventura, cita, cor, parella, pell fosca, pell molt fosca, persona, petó, petó: persona, persona, pell molt fosca i pell fosca, romàntic
🧑🏻‍❤‍🧑🏼	amor, aniversari, aventura amorosa, cor, parella, parella amb un cor, parella amb un cor: persona, persona, pell molt clara i pell bastant clara, pell bastant clara, pell molt clara, persona, petó, romàntic
🧑🏻‍❤‍🧑🏽	amor, aniversari, aventura amorosa, cor, parella, parella amb un cor, parella amb un cor: persona, persona, pell molt clara i pell morena, pell molt clara, pell morena, persona, petó, romàntic
🧑🏻‍❤‍🧑🏾	amor, aniversari, aventura amorosa, cor, parella, parella amb un cor, parella amb un cor: persona, persona, pell molt clara i pell fosca, pell fosca, pell molt clara, persona, petó, romàntic
🧑🏻‍❤‍🧑🏿	amor, aniversari, aventura amorosa, cor, parella, parella amb un cor, parella amb un cor: persona, persona, pell molt clara i pell molt fosca, pell molt clara, pell molt fosca, persona, petó, romàntic
🧑🏼‍❤‍🧑🏻	amor, aniversari, aventura amorosa, cor, parella, parella amb un cor, parella amb un cor: persona, persona, pell bastant clara i pell molt clara, pell bastant clara, pell molt clara, persona, petó, romàntic
🧑🏼‍❤‍🧑🏽	amor, aniversari, aventura amorosa, cor, parella, parella amb un cor, parella amb un cor: persona, persona, pell bastant clara i pell morena, pell bastant clara, pell morena, persona, petó, romàntic
🧑🏼‍❤‍🧑🏾	amor, aniversari, aventura amorosa, cor, parella, parella amb un cor, parella amb un cor: persona, persona, pell bastant clara i pell fosca, pell bastant clara, pell fosca, persona, petó, romàntic
🧑🏼‍❤‍🧑🏿	amor, aniversari, aventura amorosa, cor, parella, parella amb un cor, parella amb un cor: persona, persona, pell bastant clara i pell molt fosca, pell bastant clara, pell molt fosca, persona, petó, romàntic
🧑🏽‍❤‍🧑🏻	amor, aniversari, aventura amorosa, cor, parella, parella amb un cor, parella amb un cor: persona, persona, pell morena i pell molt clara, pell molt clara, pell morena, persona, petó, romàntic
